2411.02 3310.21 5
-1246.65 -3098.39 5
166.298 6042.84 5
2205.72 -2550.33 5
1546.31 -648.603 5
2238.15 -2918.48 5
1858.85 -2572.63 5
-2825.33 -4917.73 5
2452.48 4270.56 5
1647.7 -6503.87 5
-4838.67 -4422.75 5
-1609.86 -4815.66 5
3103.9 2832.61 5
2471.41 -2516.5 5
4216.93 -3928.61 5
409.489 343.887 5
5489.5 -195.175 5
4543.74 3001.91 5
4555.9 4841.96 5
-725.813 -7273.17 5
-5090.14 1156 5
-2702.72 1668.4 5
-2796.19 -4838.58 5
-507.18 4178.89 5
-3512.29 -3148.55 5
-542.167 -4437.18 5
4.50324 -6065.39 5
-664.153 -5718.01 5
-138.745 6340.36 5
-6339.61 3157.78 5
197.569 1318.01 5
-4309.28 -344.45 5
-2802.11 -1308.31 5
6894.96 -311.749 5
-5515.73 -34.2197 5
-2922.54 314.411 5
1904.84 1394.23 5
-1255.29 4047.24 5
5910.91 115.063 5
-3067.41 2228.02 5
-1085.76 1564.79 5
-3847.24 1682.77 5
3436.4 -4832.91 5
3734.65 4967.32 5
3310.83 -3306.25 5
-728.586 -6816.37 5
2334.38 633.595 5
-2846.02 -921.335 5
1979.01 -3435.92 5
7125.05 262.468 5
3542.78 -4583.97 5
3411.75 -3314.26 5
2117.93 -5133.49 5
-6078.78 2380.63 5
1541.46 1694.85 5
-4589.21 4030.95 5
-1851.08 2363.86 5
640.646 -6777.58 5
4803.52 -4430.39 5
-2599.42 4213.27 5
-1006.29 -6148.19 5
-917.81 396.267 5
-709.728 -1723.67 5
5903.88 4601.37 5
-4617.12 -807.583 5
-4211.75 -585.466 5
5344.75 -2968.23 5
3496.83 5716.67 5
3320.66 -5378.72 5
1872.93 -1585.47 5
5364.25 310.605 5
-3125.02 -340.202 5
-6059.6 497.687 5
5616.78 1356.89 5
1099.22 -597.923 5
-25.098 -716.166 5
5073.97 -5490.4 5
3664.56 -5704.91 5
6297.95 -3346.62 5
-4067.31 -1662.86 5
7490.3 -123.834 5
2785.73 -2099.46 5
4084.13 6163.28 5
-7023.22 -998.559 5
3268.33 6077.1 5
-4611.24 4247.57 5
-5078.98 4898.99 5
3827.44 6252.83 5
-2357.4 3402.03 5
-5904.82 772.312 5
2635.7 1627.77 5
-1669.52 -1161.62 5
5311.12 -4899.98 5
-1134.89 -3550 5
-3473.58 5841.71 5
-1936.51 -3331.71 5
-5374.79 -3081.81 5
6528.43 2326.22 5
5462.41 -2758.23 5
-2506.17 -5823.37 5
-6433.55 591.432 5
-498.025 -2315.4 5
-1510.69 7327.33 5
-5220.86 -1708.71 5
-7299.88 398.635 5
-2774.03 -540.007 5
-4155.74 -1118.14 5
1272.8 5459.51 5
-633.694 2672.17 5
-3437.06 -3216.55 5
3477.64 4027.52 5
40.2443 1575.28 5
-5639.65 -2989.96 5
4364.11 1785.01 5
-7018.55 -912.834 5
-3362.52 5954.75 5
3421.85 3113.75 5
-3862.17 1688.17 5
-3254.68 -5620.86 5
-2380.56 -444.668 5
-6351.57 1411.11 5
5062.08 996.291 5
-339.406 -3568.03 5
-2619.85 5400.15 5
6555.24 -1764.75 5
5582.67 -4102.01 5
-4867.38 -2101.37 5
-4998.99 3068.03 5
-6409.6 2329.9 5
-1883.23 -4327.07 5
1772.59 -4614.15 5
-5636.56 543.061 5
-2024.19 2906.23 5
-4065.4 840.416 5
3413.22 3352.67 5
-2439.19 -7057.13 5
3056.25 -1671.02 5
3632.34 -4787.82 5
-2774.41 -5348.93 5
-2206.04 4652.71 5
5249.81 2857.24 5
-5286.85 -4.79844 5
6560.63 -2181.23 5
-2203.71 -6178.81 5
-3024.69 4373.34 5
-4669.59 -534.509 5
3492.18 -5417.6 5
2154 513.778 5
4961.5 -2456.03 5
4482.87 3879.35 5
332.154 -2012.93 5
6411.36 -3171.74 5
442.548 -419.148 5
608.879 -5752.07 5
-3222.03 637.268 5
-4635.39 5364.08 5
842.649 588.718 5
1428.62 881.39 5
-5780.47 -2767.76 5
5004.57 1567.8 5
2966.83 -4632.46 5
4144.17 1144.64 5
603.693 6252.42 5
-5585.85 -2511.03 5
3687.23 -5950.57 5
-6065.63 293.759 5
-3056.43 6056.09 5
1125.81 2251.86 5
-2646.18 6458.41 5
2434.66 4538.52 5
-289.25 -6164.52 5
-6448.79 -720.15 5
-912.316 1248.48 5
1390.93 -1432.86 5
-2497.64 -41.8307 5
1106.77 -5246.17 5
-2196.98 2862.64 5
4562.54 280.011 5
4076.91 6238.34 5
1735.56 7197.71 5
2255.83 -4356.25 5
618.079 3627.09 5
-3391.64 1858.78 5
-1595.28 -772.641 5
2241.89 1300.72 5
1241.9 1639.87 5
312.108 2250.4 5
2839.04 114.537 5
-5310.47 2896.7 5
146.105 511.738 5
-3430.07 -1511.46 5
5084.21 -5445.1 5
-987.937 2524.84 5
5651.97 4131.5 5
5859.61 4067.07 5
3101.51 -1232.78 5
1693.74 4441.21 5
-188.671 -3248.97 5
-5064.39 -3695.06 5
-4680.68 3478.42 5
5474.19 -9.66779 5
-913.241 3808.21 5
-6737.46 1934.11 5
3610.79 1889.95 5
416.069 1786.93 5
1302.25 5505.08 5
986.853 5343.9 5
-3383.93 -5003.87 5
-3804.37 -6051.05 5
-996.383 5921.49 5
-4212.57 5061.68 5
1959.15 -2196.99 5
1354.74 -1002.31 5
613.009 3118.96 5
2182.7 -5440.63 5
-4546.97 -4225.42 5
-3260.22 4496.16 5
3633.86 -6524.17 5
-1647.93 -4619.86 5
2462.11 -439.787 5
-5420.11 -1604.08 5
1743.99 -2858.99 5
-4534.7 3073.3 5
-4969.84 -3556.33 5
-4339.63 -5976.38 5
5519.39 2872.57 5
-4076.03 3062.71 5
-5618.43 -3458.79 5
478.956 -5736.82 5
-2950.55 5697.92 5
-3268.59 4023.14 5
-3975.03 -3624.31 5
-2668.75 -5982.07 5
-5555.64 676.442 5
1890.4 6394.18 5
-3386.66 -985.533 5
-755.628 2973.86 5
-1732.3 2895.35 5
5741.28 356.261 5
2853.4 5531.87 5
4611.38 -3145.55 5
-5281.28 932.927 5
1700.24 -1289.21 5
7111.28 120.76 5
-1547.48 7054.42 5
-486.174 -4803.33 5
3439.5 4633.06 5
-98.2426 1580.21 5
77.5933 -1645.94 5
-3316.31 -1208.9 5
-4096.64 94.7469 5
548.645 1717.32 5
1241.8 -4640.21 5
456.916 -1210.18 5
2147.94 -7020.88 5
3801 -5271.07 5
3016.49 -5386.53 5
502.882 6416.92 5
2311.8 6580.64 5
-457.443 5119.7 5
-3671.84 5398.85 5
-1966.34 -1882.89 5
3244.08 5865.94 5
4807.15 -5086.1 5
2711.68 -2048.67 5
-3152.01 -5476.34 5
-4006.67 4237.34 5
3166.32 6490.6 5
-1369.69 -7076.67 5
4856.93 -2269.43 5
-2538.86 3565.61 5
-6073.39 432.504 5
7018.77 2108.92 5
-3111.75 3551.13 5
6254.16 -136.02 5
-3167.52 -301.463 5
-5874.17 -233.305 5
-4859.27 -4393.64 5
2665.64 -1845.1 5
-5276.91 4154.19 5
4236.16 -568.488 5
5790.81 -1972.43 5
2451.02 -1303.39 5
-6197.22 -1744.42 5
-1716.56 -2681.91 5
4121.83 -2898.84 5
-3614.05 2236.42 5
2654.09 -4495.42 5
5373.12 3562.76 5
-2100.59 1877.55 5
-411.504 2965.31 5
